"SUBJECT"	"GENE"	"N"	"TOTAL"	"FREQ"
"13082"	"solC_64"	"TRBV7-1"	2	16101	0.000124215887211974
"13083"	"solC_64"	"TRBV7-2"	764	16101	0.0474504689149742
"13084"	"solC_64"	"TRBV7-3"	421	16101	0.0261474442581206
"13085"	"solC_64"	"TRBV7-4"	47	16101	0.0029190733494814
"13086"	"solC_64"	"TRBV7-6"	296	16101	0.0183839513073722
"13087"	"solC_64"	"TRBV7-7"	26	16101	0.00161480653375567
"13088"	"solC_64"	"TRBV7-8"	10	16101	0.000621079436059872
"13089"	"solC_64"	"TRBV7-9"	794	16101	0.0493137072231538
"13090"	"solC_64"	"TRBV9"	41	16101	0.00254642568784548
"13091"	"solC_64a"	"TRBV1"	1	8827	0.000113288773082588
"13092"	"solC_64a"	"TRBV10-1"	25	8827	0.00283221932706469
"13093"	"solC_64a"	"TRBV10-2"	99	8827	0.0112155885351762
"13094"	"solC_64a"	"TRBV10-3"	165	8827	0.0186926475586269
"13095"	"solC_64a"	"TRBV11-1"	71	8827	0.00804350288886371
"13096"	"solC_64a"	"TRBV11-2"	82	8827	0.00928967939277218
"13097"	"solC_64a"	"TRBV11-3"	430	8827	0.0487141724255126
"13098"	"solC_64a"	"TRBV12-34"	326	8827	0.0369321400249235
"13099"	"solC_64a"	"TRBV12-5"	26	8827	0.00294550810014728
"13100"	"solC_64a"	"TRBV13"	30	8827	0.00339866319247763
"13101"	"solC_64a"	"TRBV14"	33	8827	0.00373852951172539
"13102"	"solC_64a"	"TRBV15"	136	8827	0.0154072731392319
"13103"	"solC_64a"	"TRBV16"	5	8827	0.000566443865412938
"13104"	"solC_64a"	"TRBV18"	46	8827	0.00521128356179903
"13105"	"solC_64a"	"TRBV19"	508	8827	0.0575506967259545
"13106"	"solC_64a"	"TRBV2"	9	8827	0.00101959895774329
"13107"	"solC_64a"	"TRBV20-1"	407	8827	0.0461085306446131
"13108"	"solC_64a"	"TRBV21-1"	49	8827	0.00555114988104679
"13109"	"solC_64a"	"TRBV23-1"	88	8827	0.0099694120312677
"13110"	"solC_64a"	"TRBV24-1"	149	8827	0.0168800271893055
"13111"	"solC_64a"	"TRBV25-1"	59	8827	0.00668403761187266
"13112"	"solC_64a"	"TRBV26"	3	8827	0.000339866319247763
"13113"	"solC_64a"	"TRBV27"	644	8827	0.0729579698651864
"13114"	"solC_64a"	"TRBV28"	92	8827	0.0104225671235981
"13115"	"solC_64a"	"TRBV29-1"	443	8827	0.0501869264755863
"13116"	"solC_64a"	"TRBV3-1"	6	8827	0.000679732638495525
"13117"	"solC_64a"	"TRBV3-2"	1	8827	0.000113288773082588
"13118"	"solC_64a"	"TRBV30"	506	8827	0.0573241191797893
"13119"	"solC_64a"	"TRBV4-1"	12	8827	0.00135946527699105
"13120"	"solC_64a"	"TRBV4-2"	10	8827	0.00113288773082588
"13121"	"solC_64a"	"TRBV4-3"	13	8827	0.00147275405007364
"13122"	"solC_64a"	"TRBV5-1"	184	8827	0.0208451342471961
"13123"	"solC_64a"	"TRBV5-3"	14	8827	0.00158604282315623
"13124"	"solC_64a"	"TRBV5-4"	168	8827	0.0190325138778747
"13125"	"solC_64a"	"TRBV5-5"	31	8827	0.00351195196556021
"13126"	"solC_64a"	"TRBV5-6"	277	8827	0.0313809901438767
"13127"	"solC_64a"	"TRBV5-7"	6	8827	0.000679732638495525
"13128"	"solC_64a"	"TRBV5-8"	7	8827	0.000793021411578113
"13129"	"solC_64a"	"TRBV6-1"	405	8827	0.0458819530984479
"13130"	"solC_64a"	"TRBV6-23"	166	8827	0.0188059363317095
"13131"	"solC_64a"	"TRBV6-4"	65	8827	0.00736377025036819
"13132"	"solC_64a"	"TRBV6-5"	1584	8827	0.179449416562819
"13133"	"solC_64a"	"TRBV6-6"	279	8827	0.0316075676900419
"13134"	"solC_64a"	"TRBV6-7"	13	8827	0.00147275405007364
"13135"	"solC_64a"	"TRBV6-8"	4	8827	0.00045315509233035
"13136"	"solC_64a"	"TRBV6-9"	53	8827	0.00600430497337714
"13137"	"solC_64a"	"TRBV7-1"	0	8827	0
"13138"	"solC_64a"	"TRBV7-2"	324	8827	0.0367055624787584
"13139"	"solC_64a"	"TRBV7-3"	198	8827	0.0224311770703523
"13140"	"solC_64a"	"TRBV7-4"	14	8827	0.00158604282315623
"13141"	"solC_64a"	"TRBV7-6"	124	8827	0.0140478078622409
"13142"	"solC_64a"	"TRBV7-7"	13	8827	0.00147275405007364
"13143"	"solC_64a"	"TRBV7-8"	4	8827	0.00045315509233035
"13144"	"solC_64a"	"TRBV7-9"	381	8827	0.0431630225444658
"13145"	"solC_64a"	"TRBV9"	25	8827	0.00283221932706469
"13146"	"solC_64b"	"TRBV1"	0	7274	0
"13147"	"solC_64b"	"TRBV10-1"	49	7274	0.00673632114379983
"13148"	"solC_64b"	"TRBV10-2"	55	7274	0.00756117679406104
"13149"	"solC_64b"	"TRBV10-3"	67	7274	0.00921088809458345
"13150"	"solC_64b"	"TRBV11-1"	43	7274	0.00591146549353863
"13151"	"solC_64b"	"TRBV11-2"	172	7274	0.0236458619741545
"13152"	"solC_64b"	"TRBV11-3"	285	7274	0.0391806433874072
"13153"	"solC_64b"	"TRBV12-34"	193	7274	0.0265328567500687
"13154"	"solC_64b"	"TRBV12-5"	8	7274	0.00109980753368161
"13155"	"solC_64b"	"TRBV13"	25	7274	0.00343689854275502
"13156"	"solC_64b"	"TRBV14"	25	7274	0.00343689854275502
"13157"	"solC_64b"	"TRBV15"	75	7274	0.0103106956282651
"13158"	"solC_64b"	"TRBV16"	3	7274	0.000412427825130602
"13159"	"solC_64b"	"TRBV18"	36	7274	0.00494913390156723
"13160"	"solC_64b"	"TRBV19"	374	7274	0.0514160021996151
"13161"	"solC_64b"	"TRBV2"	3	7274	0.000412427825130602
"13162"	"solC_64b"	"TRBV20-1"	392	7274	0.0538905691503987
"13163"	"solC_64b"	"TRBV21-1"	30	7274	0.00412427825130602
"13164"	"solC_64b"	"TRBV23-1"	23	7274	0.00316194665933462
"13165"	"solC_64b"	"TRBV24-1"	139	7274	0.0191091558977179
"13166"	"solC_64b"	"TRBV25-1"	17	7274	0.00233709100907341
"13167"	"solC_64b"	"TRBV26"	0	7274	0
"13168"	"solC_64b"	"TRBV27"	360	7274	0.0494913390156723
"13169"	"solC_64b"	"TRBV28"	94	7274	0.0129227385207589
"13170"	"solC_64b"	"TRBV29-1"	485	7274	0.0666758317294473
"13171"	"solC_64b"	"TRBV3-1"	5	7274	0.000687379708551004
"13172"	"solC_64b"	"TRBV3-2"	0	7274	0
"13173"	"solC_64b"	"TRBV30"	440	7274	0.0604894143524883
"13174"	"solC_64b"	"TRBV4-1"	11	7274	0.00151223535881221
"13175"	"solC_64b"	"TRBV4-2"	20	7274	0.00274951883420401
"13176"	"solC_64b"	"TRBV4-3"	21	7274	0.00288699477591422
"13177"	"solC_64b"	"TRBV5-1"	102	7274	0.0140225460544405
"13178"	"solC_64b"	"TRBV5-3"	7	7274	0.000962331591971405
"13179"	"solC_64b"	"TRBV5-4"	253	7274	0.0347814132526808
"13180"	"solC_64b"	"TRBV5-5"	43	7274	0.00591146549353863
"13181"	"solC_64b"	"TRBV5-6"	170	7274	0.0233709100907341
"13182"	"solC_64b"	"TRBV5-7"	5	7274	0.000687379708551004
"13183"	"solC_64b"	"TRBV5-8"	3	7274	0.000412427825130602
"13184"	"solC_64b"	"TRBV6-1"	177	7274	0.0243332416827055
"13185"	"solC_64b"	"TRBV6-23"	164	7274	0.0225460544404729
"13186"	"solC_64b"	"TRBV6-4"	50	7274	0.00687379708551004
"13187"	"solC_64b"	"TRBV6-5"	1271	7274	0.174731921913665
"13188"	"solC_64b"	"TRBV6-6"	205	7274	0.0281825680505911
"13189"	"solC_64b"	"TRBV6-7"	4	7274	0.000549903766840803
"13190"	"solC_64b"	"TRBV6-8"	20	7274	0.00274951883420401
"13191"	"solC_64b"	"TRBV6-9"	29	7274	0.00398680230959582
"13192"	"solC_64b"	"TRBV7-1"	2	7274	0.000274951883420401
"13193"	"solC_64b"	"TRBV7-2"	440	7274	0.0604894143524883
"13194"	"solC_64b"	"TRBV7-3"	223	7274	0.0306571350013748
"13195"	"solC_64b"	"TRBV7-4"	33	7274	0.00453670607643662
"13196"	"solC_64b"	"TRBV7-6"	172	7274	0.0236458619741545
"13197"	"solC_64b"	"TRBV7-7"	13	7274	0.00178718724223261
"13198"	"solC_64b"	"TRBV7-8"	6	7274	0.000824855650261204
"13199"	"solC_64b"	"TRBV7-9"	413	7274	0.0567775639263129
"13200"	"solC_64b"	"TRBV9"	16	7274	0.00219961506736321
"13201"	"HD_32"	"TRBV1"	1	105437	9.48433661807525e-06
"13202"	"HD_32"	"TRBV10-1"	468	105437	0.00443866953725922
"13203"	"HD_32"	"TRBV10-2"	144	105437	0.00136574447300284
"13204"	"HD_32"	"TRBV10-3"	1811	105437	0.0171761336153343
"13205"	"HD_32"	"TRBV11-1"	657	105437	0.00623120915807544
"13206"	"HD_32"	"TRBV11-2"	1667	105437	0.0158103891423314
"13207"	"HD_32"	"TRBV11-3"	432	105437	0.00409723341900851
"13208"	"HD_32"	"TRBV12-34"	5273	105437	0.0500109069871108
"13209"	"HD_32"	"TRBV12-5"	219	105437	0.00207706971935848
"13210"	"HD_32"	"TRBV13"	386	105437	0.00366095393457705
"13211"	"HD_32"	"TRBV14"	648	105437	0.00614585012851276
"13212"	"HD_32"	"TRBV15"	1117	105437	0.0105940040023901
"13213"	"HD_32"	"TRBV16"	7	105437	6.63903563265267e-05
"13214"	"HD_32"	"TRBV18"	2345	105437	0.0222407693693865
"13215"	"HD_32"	"TRBV19"	7547	105437	0.0715782884566139
"13216"	"HD_32"	"TRBV2"	303	105437	0.0028737539952768
"13217"	"HD_32"	"TRBV20-1"	7287	105437	0.0691123609359143
"13218"	"HD_32"	"TRBV21-1"	484	105437	0.00459041892314842
"13219"	"HD_32"	"TRBV23-1"	106	105437	0.00100533968151598
"13220"	"HD_32"	"TRBV24-1"	1286	105437	0.0121968568908448
"13221"	"HD_32"	"TRBV25-1"	349	105437	0.00331003347970826
"13222"	"HD_32"	"TRBV26"	2	105437	1.89686732361505e-05
"13223"	"HD_32"	"TRBV27"	4303	105437	0.0408111004675778
"13224"	"HD_32"	"TRBV28"	1247	105437	0.0118269677627398
"13225"	"HD_32"	"TRBV29-1"	4256	105437	0.0403653366465283
"13226"	"HD_32"	"TRBV3-1"	21	105437	0.00019917106897958
"13227"	"HD_32"	"TRBV3-2"	7	105437	6.63903563265267e-05
"13228"	"HD_32"	"TRBV30"	4524	105437	0.0429071388601724
"13229"	"HD_32"	"TRBV4-1"	519	105437	0.00492237070478105
"13230"	"HD_32"	"TRBV4-2"	587	105437	0.00556730559481017
"13231"	"HD_32"	"TRBV4-3"	440	105437	0.00417310811195311
"13232"	"HD_32"	"TRBV5-1"	3145	105437	0.0298282386638467
"13233"	"HD_32"	"TRBV5-3"	201	105437	0.00190635166023313
"13234"	"HD_32"	"TRBV5-4"	1798	105437	0.0170528372392993
"13235"	"HD_32"	"TRBV5-5"	1548	105437	0.0146817530847805
"13236"	"HD_32"	"TRBV5-6"	3021	105437	0.0286521809232053
"13237"	"HD_32"	"TRBV5-7"	92	105437	0.000872558968862923
"13238"	"HD_32"	"TRBV5-8"	138	105437	0.00130883845329438
"13239"	"HD_32"	"TRBV6-1"	5668	105437	0.0537572199512505
"13240"	"HD_32"	"TRBV6-23"	3431	105437	0.0325407589366162
"13241"	"HD_32"	"TRBV6-4"	1667	105437	0.0158103891423314
"13242"	"HD_32"	"TRBV6-5"	10725	105437	0.101719510228857
"13243"	"HD_32"	"TRBV6-6"	3455	105437	0.03276838301545
"13244"	"HD_32"	"TRBV6-7"	87	105437	0.000825137285772547
"13245"	"HD_32"	"TRBV6-8"	76	105437	0.000720809582973719
"13246"	"HD_32"	"TRBV6-9"	202	105437	0.0019158359968512
"13247"	"HD_32"	"TRBV7-1"	6	105437	5.69060197084515e-05
"13248"	"HD_32"	"TRBV7-2"	8919	105437	0.0845907982966131
"13249"	"HD_32"	"TRBV7-3"	2869	105437	0.0272105617572579
"13250"	"HD_32"	"TRBV7-4"	413	105437	0.00391703102326508
"13251"	"HD_32"	"TRBV7-6"	1708	105437	0.0161992469436725
"13252"	"HD_32"	"TRBV7-7"	90	105437	0.000853590295626772
"13253"	"HD_32"	"TRBV7-8"	123	105437	0.00116657340402326
"13254"	"HD_32"	"TRBV7-9"	7281	105437	0.0690554549162059
"13255"	"HD_32"	"TRBV9"	319	105437	0.003025503381166
"13256"	"HD_33"	"TRBV1"	0	30816	0
"13257"	"HD_33"	"TRBV10-1"	251	30816	0.0081451194184839
"13258"	"HD_33"	"TRBV10-2"	82	30816	0.00266095534787124
"13259"	"HD_33"	"TRBV10-3"	437	30816	0.0141809449636552
"13260"	"HD_33"	"TRBV11-1"	153	30816	0.00496495327102804
"13261"	"HD_33"	"TRBV11-2"	411	30816	0.0133372274143302
"13262"	"HD_33"	"TRBV11-3"	126	30816	0.00408878504672897
"13263"	"HD_33"	"TRBV12-34"	1617	30816	0.0524727414330218
"13264"	"HD_33"	"TRBV12-5"	33	30816	0.0010708722741433
"13265"	"HD_33"	"TRBV13"	58	30816	0.00188213914849429
"13266"	"HD_33"	"TRBV14"	86	30816	0.00279075804776739
"13267"	"HD_33"	"TRBV15"	381	30816	0.012363707165109
"13268"	"HD_33"	"TRBV16"	3	30816	9.73520249221184e-05
"13269"	"HD_33"	"TRBV18"	525	30816	0.0170366043613707
"13270"	"HD_33"	"TRBV19"	2087	30816	0.0677245586708203
"13271"	"HD_33"	"TRBV2"	26	30816	0.000843717549325026
"13272"	"HD_33"	"TRBV20-1"	3668	30816	0.119029075804777
"13273"	"HD_33"	"TRBV21-1"	93	30816	0.00301791277258567
"13274"	"HD_33"	"TRBV23-1"	12	30816	0.000389408099688474
"13275"	"HD_33"	"TRBV24-1"	297	30816	0.00963785046728972
"13276"	"HD_33"	"TRBV25-1"	71	30816	0.0023039979231568
"13277"	"HD_33"	"TRBV26"	0	30816	0
"13278"	"HD_33"	"TRBV27"	1891	30816	0.0613642263759086
"13279"	"HD_33"	"TRBV28"	969	30816	0.0314447040498442
"13280"	"HD_33"	"TRBV29-1"	2173	30816	0.0705153167185878
"13281"	"HD_33"	"TRBV3-1"	8	30816	0.000259605399792316
"13282"	"HD_33"	"TRBV3-2"	1	30816	3.24506749740395e-05
"13283"	"HD_33"	"TRBV30"	1209	30816	0.0392328660436137
"13284"	"HD_33"	"TRBV4-1"	129	30816	0.00418613707165109
"13285"	"HD_33"	"TRBV4-2"	233	30816	0.00756100726895119
"13286"	"HD_33"	"TRBV4-3"	254	30816	0.00824247144340602
"13287"	"HD_33"	"TRBV5-1"	458	30816	0.0148624091381101
"13288"	"HD_33"	"TRBV5-3"	16	30816	0.000519210799584631
"13289"	"HD_33"	"TRBV5-4"	255	30816	0.00827492211838006
"13290"	"HD_33"	"TRBV5-5"	140	30816	0.00454309449636552
"13291"	"HD_33"	"TRBV5-6"	381	30816	0.012363707165109
"13292"	"HD_33"	"TRBV5-7"	4	30816	0.000129802699896158
"13293"	"HD_33"	"TRBV5-8"	15	30816	0.000486760124610592
"13294"	"HD_33"	"TRBV6-1"	1855	30816	0.0601960020768432
"13295"	"HD_33"	"TRBV6-23"	696	30816	0.0225856697819315
"13296"	"HD_33"	"TRBV6-4"	614	30816	0.0199247144340602
"13297"	"HD_33"	"TRBV6-5"	3454	30816	0.112084631360332
"13298"	"HD_33"	"TRBV6-6"	700	30816	0.0227154724818276
"13299"	"HD_33"	"TRBV6-7"	37	30816	0.00120067497403946
"13300"	"HD_33"	"TRBV6-8"	32	30816	0.00103842159916926
"13301"	"HD_33"	"TRBV6-9"	50	30816	0.00162253374870197
"13302"	"HD_33"	"TRBV7-1"	0	30816	0
"13303"	"HD_33"	"TRBV7-2"	2191	30816	0.0710994288681205
"13304"	"HD_33"	"TRBV7-3"	783	30816	0.0254088785046729
"13305"	"HD_33"	"TRBV7-4"	171	30816	0.00554906542056075
"13306"	"HD_33"	"TRBV7-6"	442	30816	0.0143431983385254
"13307"	"HD_33"	"TRBV7-7"	26	30816	0.000843717549325026
"13308"	"HD_33"	"TRBV7-8"	20	30816	0.000649013499480789
"13309"	"HD_33"	"TRBV7-9"	1124	30816	0.0364745586708204
"13310"	"HD_33"	"TRBV9"	60	30816	0.00194704049844237
"13311"	"HD_34"	"TRBV1"	1	19931	5.01730971852893e-05
"13312"	"HD_34"	"TRBV10-1"	293	19931	0.0147007174752897
"13313"	"HD_34"	"TRBV10-2"	113	19931	0.00566955998193769
"13314"	"HD_34"	"TRBV10-3"	520	19931	0.0260900105363504
"13315"	"HD_34"	"TRBV11-1"	95	19931	0.00476644423260248
"13316"	"HD_34"	"TRBV11-2"	397	19931	0.0199187195825598
"13317"	"HD_34"	"TRBV11-3"	82	19931	0.00411419396919372
"13318"	"HD_34"	"TRBV12-34"	1875	19931	0.0940745572224173
"13319"	"HD_34"	"TRBV12-5"	82	19931	0.00411419396919372
"13320"	"HD_34"	"TRBV13"	67	19931	0.00336159751141438
"13321"	"HD_34"	"TRBV14"	53	19931	0.00265917415082033
"13322"	"HD_34"	"TRBV15"	218	19931	0.0109377351863931
"13323"	"HD_34"	"TRBV16"	4	19931	0.000200692388741157
"13324"	"HD_34"	"TRBV18"	211	19931	0.010586523506096
"13325"	"HD_34"	"TRBV19"	1191	19931	0.0597561587476795
"13326"	"HD_34"	"TRBV2"	91	19931	0.00456575184386132
"13327"	"HD_34"	"TRBV20-1"	1561	19931	0.0783202047062365
"13328"	"HD_34"	"TRBV21-1"	154	19931	0.00772665696653454
"13329"	"HD_34"	"TRBV23-1"	26	19931	0.00130450052681752
"13330"	"HD_34"	"TRBV24-1"	551	19931	0.0276453765490944
"13331"	"HD_34"	"TRBV25-1"	133	19931	0.00667302192564347
"13332"	"HD_34"	"TRBV26"	0	19931	0
"13333"	"HD_34"	"TRBV27"	978	19931	0.0490692890472129
"13334"	"HD_34"	"TRBV28"	46	19931	0.00230796247052331
"13335"	"HD_34"	"TRBV29-1"	1055	19931	0.0529326175304802
"13336"	"HD_34"	"TRBV3-1"	9	19931	0.000451557874667603
"13337"	"HD_34"	"TRBV3-2"	3	19931	0.000150519291555868
"13338"	"HD_34"	"TRBV30"	538	19931	0.0269931262856856
"13339"	"HD_34"	"TRBV4-1"	325	19931	0.016306256585219
"13340"	"HD_34"	"TRBV4-2"	364	19931	0.0182630073754453
"13341"	"HD_34"	"TRBV4-3"	444	19931	0.0222768551502684
"13342"	"HD_34"	"TRBV5-1"	364	19931	0.0182630073754453
"13343"	"HD_34"	"TRBV5-3"	25	19931	0.00125432742963223
"13344"	"HD_34"	"TRBV5-4"	280	19931	0.014048467211881
"13345"	"HD_34"	"TRBV5-5"	173	19931	0.00867994581305504
"13346"	"HD_34"	"TRBV5-6"	375	19931	0.0188149114444835
"13347"	"HD_34"	"TRBV5-7"	7	19931	0.000351211680297025
"13348"	"HD_34"	"TRBV5-8"	17	19931	0.000852942652149917
"13349"	"HD_34"	"TRBV6-1"	955	19931	0.0479153078119512
"13350"	"HD_34"	"TRBV6-23"	497	19931	0.0249360293010888
"13351"	"HD_34"	"TRBV6-4"	564	19931	0.0282976268125031
"13352"	"HD_34"	"TRBV6-5"	2305	19931	0.115648989012092
"13353"	"HD_34"	"TRBV6-6"	421	19931	0.0211228739150068
"13354"	"HD_34"	"TRBV6-7"	18	19931	0.000903115749335206
"13355"	"HD_34"	"TRBV6-8"	31	19931	0.00155536601274397
"13356"	"HD_34"	"TRBV6-9"	73	19931	0.00366263609452612
"13357"	"HD_34"	"TRBV7-1"	0	19931	0
"13358"	"HD_34"	"TRBV7-2"	961	19931	0.048216346395063
"13359"	"HD_34"	"TRBV7-3"	303	19931	0.0152024484471426
"13360"	"HD_34"	"TRBV7-4"	38	19931	0.00190657769304099
"13361"	"HD_34"	"TRBV7-6"	206	19931	0.0103356580201696
"13362"	"HD_34"	"TRBV7-7"	33	19931	0.00165571220711455
"13363"	"HD_34"	"TRBV7-8"	15	19931	0.000752596457779339
"13364"	"HD_34"	"TRBV7-9"	715	19931	0.0358737644874818
"13365"	"HD_34"	"TRBV9"	54	19931	0.00270934724800562
"13366"	"HD_35"	"TRBV1"	0	58726	0
"13367"	"HD_35"	"TRBV10-1"	248	58726	0.00422300173687975
"13368"	"HD_35"	"TRBV10-2"	60	58726	0.00102169396859994
"13369"	"HD_35"	"TRBV10-3"	910	58726	0.0154956918570991
"13370"	"HD_35"	"TRBV11-1"	421	58726	0.00716888601300957
"13371"	"HD_35"	"TRBV11-2"	818	58726	0.0139290944385792
"13372"	"HD_35"	"TRBV11-3"	187	58726	0.00318427953546981
"13373"	"HD_35"	"TRBV12-34"	3047	58726	0.0518850253720669
"13374"	"HD_35"	"TRBV12-5"	22	58726	0.000374621121819978
"13375"	"HD_35"	"TRBV13"	422	58726	0.00718591424581957
"13376"	"HD_35"	"TRBV14"	182	58726	0.00309913837141981
"13377"	"HD_35"	"TRBV15"	882	58726	0.0150189013384191
"13378"	"HD_35"	"TRBV16"	8	58726	0.000136225862479992
"13379"	"HD_35"	"TRBV18"	1038	58726	0.0176753056567789
"13380"	"HD_35"	"TRBV19"	4512	58726	0.0768313864387154
"13381"	"HD_35"	"TRBV2"	57	58726	0.000970609270169942
"13382"	"HD_35"	"TRBV20-1"	4216	58726	0.0717910295269557
"13383"	"HD_35"	"TRBV21-1"	120	58726	0.00204338793719988
"13384"	"HD_35"	"TRBV23-1"	29	58726	0.00049381875148997
"13385"	"HD_35"	"TRBV24-1"	522	58726	0.00888873752681947
"13386"	"HD_35"	"TRBV25-1"	107	58726	0.00182202091066989
"13387"	"HD_35"	"TRBV26"	1	58726	1.7028232809999e-05
"13388"	"HD_35"	"TRBV27"	2438	58726	0.0415148315907775
"13389"	"HD_35"	"TRBV28"	1428	58726	0.0243163164526785
"13390"	"HD_35"	"TRBV29-1"	2422	58726	0.0412423798658175
"13391"	"HD_35"	"TRBV3-1"	8	58726	0.000136225862479992
"13392"	"HD_35"	"TRBV3-2"	5	58726	8.51411640499949e-05
"13393"	"HD_35"	"TRBV30"	2891	58726	0.049228621053707
"13394"	"HD_35"	"TRBV4-1"	198	58726	0.0033715900963798
"13395"	"HD_35"	"TRBV4-2"	344	58726	0.00585771208663965
"13396"	"HD_35"	"TRBV4-3"	646	58726	0.0110002383952593
"13397"	"HD_35"	"TRBV5-1"	1098	58726	0.0186969996253789
"13398"	"HD_35"	"TRBV5-3"	76	58726	0.00129414569355992
"13399"	"HD_35"	"TRBV5-4"	899	58726	0.0153083812961891
"13400"	"HD_35"	"TRBV5-5"	714	58726	0.0121581582263393
"13401"	"HD_35"	"TRBV5-6"	2072	58726	0.0352824983823179
"13402"	"HD_35"	"TRBV5-7"	49	58726	0.00083438340768995
"13403"	"HD_35"	"TRBV5-8"	58	58726	0.000987637502979941
"13404"	"HD_35"	"TRBV6-1"	2518	58726	0.0428770902155774
"13405"	"HD_35"	"TRBV6-23"	2581	58726	0.0439498688826074
"13406"	"HD_35"	"TRBV6-4"	597	58726	0.0101658549875694
"13407"	"HD_35"	"TRBV6-5"	6370	58726	0.108469842999693
"13408"	"HD_35"	"TRBV6-6"	1227	58726	0.0208936416578687
"13409"	"HD_35"	"TRBV6-7"	48	58726	0.000817355174879951
"13410"	"HD_35"	"TRBV6-8"	40	58726	0.000681129312399959
"13411"	"HD_35"	"TRBV6-9"	71	58726	0.00120900452950993
"13412"	"HD_35"	"TRBV7-1"	0	58726	0
"13413"	"HD_35"	"TRBV7-2"	5442	58726	0.0926676429520144
"13414"	"HD_35"	"TRBV7-3"	1547	58726	0.0263426761570684
"13415"	"HD_35"	"TRBV7-4"	207	58726	0.00352484419166979
"13416"	"HD_35"	"TRBV7-6"	908	58726	0.0154616353914791
"13417"	"HD_35"	"TRBV7-7"	37	58726	0.000630044613969962
"13418"	"HD_35"	"TRBV7-8"	69	58726	0.00117494806388993
"13419"	"HD_35"	"TRBV7-9"	3675	58726	0.0625787555767462
"13420"	"HD_35"	"TRBV9"	227	58726	0.00386540884786977
"13421"	"HD_36"	"TRBV1"	1	49947	2.00212224958456e-05
"13422"	"HD_36"	"TRBV10-1"	375	49947	0.0075079584359421
"13423"	"HD_36"	"TRBV10-2"	219	49947	0.00438464772659019
"13424"	"HD_36"	"TRBV10-3"	1046	49947	0.0209421987306545
"13425"	"HD_36"	"TRBV11-1"	195	49947	0.00390413838668989
"13426"	"HD_36"	"TRBV11-2"	1310	49947	0.0262278014695577
"13427"	"HD_36"	"TRBV11-3"	2234	49947	0.0447274110557191
"13428"	"HD_36"	"TRBV12-34"	1769	49947	0.0354175425951509
"13429"	"HD_36"	"TRBV12-5"	44	49947	0.000880933789817206
"13430"	"HD_36"	"TRBV13"	315	49947	0.00630668508619136
"13431"	"HD_36"	"TRBV14"	228	49947	0.0045648387290528
"13432"	"HD_36"	"TRBV15"	627	49947	0.0125533065048952
"13433"	"HD_36"	"TRBV16"	10	49947	0.000200212224958456
"13434"	"HD_36"	"TRBV18"	731	49947	0.0146355136444631
"13435"	"HD_36"	"TRBV19"	4007	49947	0.0802250385408533
"13436"	"HD_36"	"TRBV2"	111	49947	0.00222235569703886
"13437"	"HD_36"	"TRBV20-1"	4133	49947	0.0827477125753299
"13438"	"HD_36"	"TRBV21-1"	435	49947	0.00870923178569284
"13439"	"HD_36"	"TRBV23-1"	67	49947	0.00134142190722165
"13440"	"HD_36"	"TRBV24-1"	660	49947	0.0132140068472581
"13441"	"HD_36"	"TRBV25-1"	264	49947	0.00528560273890324
"13442"	"HD_36"	"TRBV26"	1	49947	2.00212224958456e-05
"13443"	"HD_36"	"TRBV27"	3230	49947	0.0646685486615813
"13444"	"HD_36"	"TRBV28"	835	49947	0.0167177207840311
"13445"	"HD_36"	"TRBV29-1"	2088	49947	0.0418043125713256
"13446"	"HD_36"	"TRBV3-1"	13	49947	0.000260275892445993
"13447"	"HD_36"	"TRBV3-2"	8	49947	0.000160169779966765
"13448"	"HD_36"	"TRBV30"	1686	49947	0.0337557811279957
"13449"	"HD_36"	"TRBV4-1"	237	49947	0.00474502973151541
"13450"	"HD_36"	"TRBV4-2"	123	49947	0.00246261036698901
"13451"	"HD_36"	"TRBV4-3"	266	49947	0.00532564518389493
"13452"	"HD_36"	"TRBV5-1"	1147	49947	0.0229643422027349
"13453"	"HD_36"	"TRBV5-3"	98	49947	0.00196207980459287
"13454"	"HD_36"	"TRBV5-4"	926	49947	0.018539652031153
"13455"	"HD_36"	"TRBV5-5"	648	49947	0.0129737521773079
"13456"	"HD_36"	"TRBV5-6"	1317	49947	0.0263679500270287
"13457"	"HD_36"	"TRBV5-7"	29	49947	0.000580615452379522
"13458"	"HD_36"	"TRBV5-8"	38	49947	0.000760806454842133
"13459"	"HD_36"	"TRBV6-1"	2338	49947	0.046809618195287
"13460"	"HD_36"	"TRBV6-23"	1241	49947	0.0248463371173444
"13461"	"HD_36"	"TRBV6-4"	447	49947	0.00894948645564298
"13462"	"HD_36"	"TRBV6-5"	5029	49947	0.100686727931608
"13463"	"HD_36"	"TRBV6-6"	1428	49947	0.0285903057240675
"13464"	"HD_36"	"TRBV6-7"	59	49947	0.00118125212725489
"13465"	"HD_36"	"TRBV6-8"	53	49947	0.00106112479227982
"13466"	"HD_36"	"TRBV6-9"	178	49947	0.00356377760426052
"13467"	"HD_36"	"TRBV7-1"	1	49947	2.00212224958456e-05
"13468"	"HD_36"	"TRBV7-2"	3195	49947	0.0639678058742267
"13469"	"HD_36"	"TRBV7-3"	785	49947	0.0157166596592388
"13470"	"HD_36"	"TRBV7-4"	148	49947	0.00296314092938515
